jml_lantai,ruangan,luas (m2),harga
3,4,102,2200000
0,2,53.48,729000
0,2,45,690000
1,1,29,500000
0,1,30,429000
0,2,49.74,337735
0,3,67,829000
4,3,53,810000
1,2,48.7,338465
4,3,88,1220000
5,2,51,555000
1,2,68.9,1376400
7,3,61.7,1264850
1,3,63.21,374000
0,2,65.93,1120000
3,5,93.5,649000
3,2,75.5,702150
6,1,14.63,169000
0,3,54,470000
2,4,106,1115000
0,2,47,564000
0,1,12,229000
1,2,51,710000
5,1,26,416000
4,2,38,610000
1,3,99.83,540000
10,2,104,3300000
4,2,38,610000
2,2,49.74,337735
3,4,86,1125000
0,2,45.44,327625
2,1,28,399000
1,3,70.24,715000
9,3,66.3,749000
1,3,63.1,593140
2,4,66.37,517686
6,4,66.54,790000
10,2,54.5,1350000
4,4,75,1330000
1,4,126.7,1755450
2,2,40.89,470000
7,2,40,460000
7,3,84.27,1700000
1,2,49.8,800000
10,5,132.18,2500000
0,3,54,450000
2,3,63,535000
5,3,51,520000
10,2,50,620000
4,4,87.75,1220000
2,3,62.25,719000
7,3,62,1264850
1,2,38.72,509000
2,5,168,3360000
1,4,106.5,1350000
1,4,125.29,947057.09
0,3,80,509000
1,3,77.3,1660000
0,3,67.2,839000
2,3,105.6,1156430
5,3,60.86,815000
6,4,89.46,1470000
3,2,43.4,565000
1,2,45,755000
2,2,48.57,337562
7,3,61.7,1264850
3,3,57,850000
2,2,44.63,579000
0,2,49,632000
4,2,30,387000
4,2,41.63,599000
3,4,86,1150000
1,2,51,710000
1,4,110.5,1270000
1,1,36.97,292063
2,2,48.5,600000
1,3,60.61,497002
1,3,56.84,449036
1,2,38.72,509000
4,1,40.59,390000
3,3,73,799000
0,4,114.8,1263790
2,2,47,440000
5,2,45.5,542000
0,3,102,1800000
4,2,41.18,730000
10,5,55,627000
4,3,69,908000
0,2,64.18,1283600
6,3,98,1650000
0,2,45.03,495000
2,1,25,269000
3,2,45,620000
1,2,61,840000
4,4,87.75,1220000
1,4,138.99,1125819
3,2,51.49,442814
0,3,54,592000
4,1,30,400000
0,3,168.18,4300000
1,2,53.9,589000
5,3,62.3,639000
3,2,34.02,612360
0,3,141,1216000
0,3,67,840000
2,2,41.11,399000
4,1,28,330000
2,4,81.42,1140000
5,4,76,722000
2,2,33.33,548760
0,2,48.9,498000
5,2,45.4,542000
2,2,42.5,586500
1,2,63.7,1272600
1,3,50.85,479000
2,2,46.5,440000
3,2,77.5,1199000
2,2,50,789000
3,1,35,475000
5,5,207.76,2890000
1,1,31,439000
3,1,31.65,399000
2,1,26.65,480000
0,2,44,465000
1,3,59.4,899000
3,4,77,510000
2,2,50,600000
0,2,51.27,650000
2,3,91.7,599000
1,3,50,479000
1,2,38.72,509000
2,1,14.6,161000
1,2,38.72,509000
4,4,87.75,1220000
7,3,62,599999
3,4,102,2200000
1,2,81.2,1170000
7,3,84.3,1700000
4,1,40.96,598000
0,3,67.2,829000
2,5,336,6820000
5,3,65.85,695000
1,3,72.5,899000
0,4,114.8,1263790
3,2,54,1394000
1,3,63,750000
3,3,57.55,980000
7,1,30.19,435000
3,1,33,698000
1,2,38,750000
0,1,30,398000
3,3,70.6,670000
0,4,65.73,512694
1,4,168.9,3368600
2,2,45,754999.98
1,3,53.62,650811
1,2,38.72,509000
2,2,42,483000
1,4,138.86,1660000
3,2,43.4,565000
6,4,73.25,571350
4,2,41,533000
6,2,48,720000
1,2,38,513000
0,2,51,650000
5,5,207,2900000
10,6,232,6900000
9,2,45.19,619000
2,2,47,440000
3,3,61.18,614000
3,1,38,569000
6,2,32,305000
1,4,168,4200000
3,2,53,535000
1,2,38.72,509000
1,2,51,710000
2,3,66,890000
1,2,36.5,669000
2,2,41,574000
3,4,92.4,1250000
2,2,42,595000
2,2,46.54,440000
1,1,24,399000
0,2,63.45,1269000
2,1,48.8,405040
0,2,59,910000
1,2,60.27,1140000
3,3,70.75,491713
4,1,40.6,368000
0,3,63.64,920000
1,2,35.5,480000
0,2,35,464000
0,3,64,750000
3,1,25,381300
4,2,60,558000
3,2,38.25,822375
3,4,86,1150000
1,2,58.1,429000
0,3,67.22,847000
4,1,30,440000
4,1,40.6,390000
1,3,74,1147000
3,5,188,1240000
3,4,120,1700000
4,2,42,630000
0,3,64.5,750000
1,5,168,4200000
0,3,141,1197000
2,2,40,392000
10,2,54,675000
1,4,63.9,490620
3,2,32,390000
5,2,50,1330000
1,3,58,549000
4,4,79.61,707361.63
2,2,51.34,1129480
3,2,43.4,579000
10,2,63,2450000
5,2,64,650000
2,1,30,335000
1,2,51,710000
1,2,60,530000
2,3,58,688000
4,2,51,720000
1,2,33.51,290000
3,3,77.5,1199000
1,4,168.9,4225000
0,1,20.03,164912
4,4,75,1330000
1,3,60.3,553554
4,2,41.18,719000
0,3,74.68,715000
2,3,58,688000
1,3,68.56,695000
1,4,121,844000
4,1,40.6,390000
0,2,48,670000
0,1,32.53,489000
0,2,49,569000
2,2,58,1038200
7,1,30.2,435500
2,2,33.33,555000
10,2,56,849000
2,1,30,335000
3,2,74.38,1079000
2,2,46.54,440000
2,3,43,607000
7,3,70,1024999
4,4,87.75,1220000
0,3,74.68,715000
7,3,84.3,1700000
1,5,85,679000
2,2,43.5,588000
3,3,54,729000
1,4,60,570000
0,2,42.71,369000
0,4,82,1100000
7,4,74.4,1750000
5,5,207,2900000
5,2,42.12,599999
3,2,43.4,565000
6,2,34.6,525300
10,5,132.18,2500000
1,4,69.28,1169000
10,2,50,630000
4,1,40.6,390000
1,2,41,335000
1,2,52,740000
10,2,30.81,616046
5,3,59.86,815000
10,3,97,1849000
2,6,148,1590000
9,6,184,1838000
2,2,40,392000
1,3,61.37,790000
4,2,47.1,449805
3,1,39.9,389025
2,2,46.54,440000
3,3,56,728000
2,2,38.17,618000
0,3,59.07,469000
2,2,46.9,440000
4,3,67.77,582822
10,4,146.5,3850000
10,2,47.86,660000
0,2,41.39,537655
7,2,42,573000
3,1,50.6,516120
4,2,48.54,525000
2,1,30.26,406000
1,3,68.5,695000
0,2,45,520000
4,1,40.6,390000
0,2,38,432000
7,3,84.3,1700000
2,1,28.4,429000
0,2,48,670000
5,2,42,560000
1,2,92.1,1840000
2,2,53,730000
0,3,58,575000
1,1,14.62,165000
1,2,36.5,669000
3,3,73,799000
4,3,52.85,577000
1,3,60,870000
2,2,46.54,440000
5,3,60,820000
1,4,111,1276500
6,4,90.55,1476000
7,1,30.19,435000
1,2,45,685000
1,3,61,1150000
4,2,38,610000
1,4,60,569000
0,3,40,495000
0,2,76.45,890000
2,2,40,392000
0,2,51,580000
1,4,87,679000
5,3,120,3459999
3,4,86,1100000
1,4,70,777000
3,2,41.37,686000
4,3,159.8,8600000
2,4,79.85,675876.65
2,3,78,860000
0,3,57.82,559000
6,4,78,1247000
1,1,33.94,278308
3,3,64,894000
1,2,38.72,509000
0,3,81.8,899470
1,3,70,760000
3,2,38.25,822375
1,3,60.3,555000
5,3,61,815000
4,1,38,599000
0,2,45,423000
3,2,39.44,567000
1,3,73.79,999000
0,3,81,899470
0,2,58,459000
2,1,27.53,330000
2,3,53.81,433000
6,5,166.66,2150000
0,3,64,550000
1,2,38.72,509000
1,1,48.8,397720
2,3,111,1780000
9,3,66.3,699000
5,3,85.02,1340000
1,2,49.76,970000
4,2,50,670000
2,3,58,629000
5,3,60,825000
2,2,45.07,450000
4,1,30.55,463000
3,2,43,520000
2,3,75,1700000
6,4,154,3990000
1,2,51,710000
2,2,38,585000
3,3,78.15,1995000
1,1,33.5,290000
7,3,68.14,1025000
5,3,60,800000
0,3,58.01,570000
0,3,60.29,421427
1,2,47,840000
0,1,31.24,595000
1,1,33.62,430336
6,2,49.08,498000
2,3,65,460000
5,3,79,1150000
2,3,49.41,785000
2,2,27,295000
2,2,45,610000
1,4,94.4,1250000
3,2,63,1574937
2,2,33.33,538000
1,3,67.4,775000
0,3,51.2,921548
2,4,92,915000
0,4,95,1515000
0,2,71.38,420000
0,2,34.2,341500
2,3,74,959000
0,3,82,899000
3,3,70,655000
0,3,59,665900
1,5,154,2434306
0,3,81.8,889470
0,4,95,1516000
1,4,76.56,535154
1,3,100.57,1106270
1,3,84.5,1420000
3,2,43.2,629000
0,3,59,669000
3,4,92.53,1606684
3,3,80,840000
7,3,60.7,1244350
1,4,72.47,470983
0,5,134.73,2195352
0,2,39.65,460000
1,2,45,295000
1,3,72.55,718245
4,4,8.8,1220000
3,3,63,1574937
0,4,119.53,1890000
1,2,46,549000
2,2,67.1,1199000
3,2,49,659000
2,3,72.82,720918
2,4,74.67,521943
0,2,59,910000
4,1,21.01,350000
0,2,42,470000
5,3,53,870000
3,3,77.09,1755837
3,3,67.28,770000
4,1,20.97,306000
0,2,47,429000
10,2,58.62,808542
1,3,70,645000
7,2,39.14,599000
2,4,80.24,765000
5,2,43.29,615000
4,4,57.9,515000
0,4,119.53,1890000
1,4,113,1802400
4,3,63.46,879900
1,2,49.04,372704
3,2,48.65,659000
3,2,38,379000
3,2,46,355000
2,1,29.29,512575
2,3,80.3,899000
4,3,69.51,510697
4,2,38,629000
5,1,24.92,465000
0,4,115,1263000
4,2,50.59,600000
3,2,60,479000
1,3,59,447525
0,4,70.47,500215.5
4,3,71.94,965000
0,2,43.56,313196
4,3,58,660000
4,1,30,600000
2,2,42.29,310000
1,1,28.46,399000
0,2,33,408000
7,2,38,460000
7,3,76,1285000
2,3,67.74,785000
2,4,83.09,1085500
4,2,39,695000
2,3,80,1100000
0,2,44.07,316863
2,3,63.16,1326360
6,2,49.08,464000
4,2,40.59,390000
1,3,84,1420000
4,2,48.31,434790
0,3,62.26,750000
3,3,60,895000
1,3,75.36,526766
7,4,119.42,2060000
1,3,63,829000
3,2,48,659000
4,3,74,955000
0,3,62,549000
5,1,27,420000
6,2,49.08,464000
0,3,65,750000
0,3,54,599000
3,1,38.11,620200
5,2,62,750000
10,1,21.12,338000
3,2,37,589000
0,1,29.6,398000
0,2,36.8,296240
0,2,39.52,450000
7,4,94,1780000
1,3,58.1,765000
4,3,62,998235
7,4,119,2060000
5,2,54.37,999000
1,3,49.41,785000
2,4,77.3,1065000
2,3,114.9,1054020
5,3,120.61,2301238.8
0,3,67.38,470986
3,4,69.45,902850
0,2,50,599000
10,4,110,2350000
1,2,39,760000
1,2,34.2,340000
3,2,37,589000
0,3,114.8,1263790
1,2,47,410000
2,3,59.86,808110
6,1,30,370000
1,2,50.05,382882
1,4,130,2031894
0,3,54.28,655000
0,3,70.55,1150000
0,1,28,453000
4,2,55.54,669000
3,3,72.89,765345
1,2,60.88,1200000
3,2,49,659000
6,3,73,1300000
0,3,60.06,418408
3,2,48.15,1058277
2,2,35.54,735000
2,2,32.93,470899
0,2,41.7,709000
0,4,94.02,1516000
5,3,66.18,820000
1,3,59,765000
1,3,84,1390000
7,2,38,460000
1,3,63,799999
1,3,58.1,765000
2,1,28.53,287011
4,3,76.75,1688500
4,2,30,500000
1,4,78.92,512901
1,2,40.21,320000
3,3,62.63,1096025
4,2,43.79,495000
2,3,54.4,399999
4,4,93.52,1919000
0,1,18.5,199000
3,2,42,450000
3,2,31.5,499000
1,5,100,499000
0,3,63.16,441488
1,3,84,1390000
0,2,38,398000
3,3,75.24,525928
1,3,58.26,700000
0,4,114.8,1263790
1,3,84,1390000
0,2,46,535000
0,4,95.73,1516000
8,1,28,400000
2,2,50.65,574371
2,2,34,360000
0,3,65,750000
0,3,65.91,639000
2,1,25.36,428584
8,4,85.5,1250000
2,2,32,507000
6,2,50.56,632000
0,3,66,539000
1,4,91.91,1195000
0,3,61.86,494880
3,2,48.65,659000
1,2,35.69,446125
5,2,32,459000
4,2,30,445000
1,4,100,479000
2,2,35,584500
2,4,79.56,696667
2,3,65.03,790000
0,3,72.83,473908
1,2,50,679000
0,4,184.88,1164744
3,4,137,659000
9,2,51.3,708216
1,2,50.76,786780
3,2,45.78,1001800
1,2,34.66,470000
0,3,82,899470
3,2,48.15,1058277
3,1,24.28,315000
1,3,58.26,790000
3,2,37,580000
1,3,48.99,330683
0,3,62,549000
2,3,73,799000
1,3,114.7,1263240
9,6,184,1653000
2,3,79.35,1071225
1,4,136,599000
3,4,66,698000
3,1,23,299000
0,2,48.41,387280
1,3,51.7,416000
0,4,136.71,990000
5,4,82.33,1119000
3,4,92.05,1683193
0,1,23,355000
4,1,29.45,410000
0,1,41.6,707158.4
3,2,48.65,659000
10,4,86.82,1649580
5,3,58.2,870000
0,2,39.65,475000
0,3,64.41,450226
0,2,51.1,919748
3,1,26.5,579000
4,2,33.93,400000
1,3,60,498000
3,3,66,725780
0,3,60.06,418408
6,1,29.12,314000
4,1,20.97,306000
1,3,72,918000
1,2,83,1899000
7,4,119.42,2060000
4,3,65.5,865000
4,2,44,495000
1,4,75.09,524879
1,3,49.47,449000
6,3,55,899000
0,3,58.6,640000
1,2,51.25,794375
6,2,49.08,494000
5,2,30,459000
5,3,68,789000
3,2,44.44,520000
1,3,74.93,1025000
3,4,91.28,999900
3,2,43,629000
4,2,41.86,499000
3,2,47.45,448000
2,3,60.07,1100000
3,4,74.8,557260
2,2,27.5,295000
1,5,146.69,1755450
3,4,95,1256000
2,3,63.29,1329090
0,2,34,459000
4,2,50.6,600000
2,3,49,539000
5,3,80,1512000
0,4,97,1548000
10,3,64,960000
3,2,35.68,630000
2,4,103.92,796000
3,2,46.45,515000
3,3,83.19,1746990
3,4,95.91,1100000
3,2,44.19,773325
0,2,40,460000
10,2,47.09,712000
0,3,60.32,928000
8,2,60.56,532928
1,3,84,1390000
1,3,57,650000
2,3,70,760000
2,3,61.22,427928
3,3,51.31,1000000
1,2,44.46,619900
0,2,50.06,450540
3,2,41.97,519000
1,3,84,1390000
3,2,48.15,1058277
2,3,60,1100000
0,3,71,968000
2,1,32.93,454434
0,2,43,499000
0,3,75.57,491129
0,2,51,469999
2,3,49,740000
0,4,95,1516000
3,1,35.7,550000
1,3,107,1672835
6,2,32.5,549000
4,4,77,1080000
3,4,91.28,999900
0,3,61.2,489600
4,2,42,535000
10,4,52,619000
2,2,49.04,372704
6,2,37.97,455000
2,5,115.5,2366725
2,4,103.79,2075000
1,5,147,2156343
0,3,58,569000
0,4,95,1516000
3,3,54,1075000
1,3,57.5,598000
1,6,113,890000
6,4,157.67,1990000
0,3,58,699000
4,3,64,766900
1,2,34,583000
1,4,73.42,660000
10,2,50,615000
3,4,111.68,1620000
4,3,75.63,528654
3,2,43,660000
0,4,110.08,2250000
0,1,18.5,194000
0,2,51,469999
1,3,84,1390000
2,2,41.49,380000
0,2,44.1,317079
2,2,52.87,380664
10,2,43.43,803455
0,3,51.2,921548.8
2,2,45,295000
1,4,66,590000
7,4,120,2060000
1,2,33.82,524210
6,2,49.08,464000
1,2,51.2,972748.8
5,2,35.43,401820
3,1,28.42,395000
3,1,40,570000
6,2,35,485000
4,2,39,510000
4,5,136.48,2390000
3,1,22.56,329000
1,3,84,1390000
2,2,45,610000
3,2,45,389000
3,2,32,499000
3,3,74.1,960336
0,3,53.83,599000
2,5,126.7,1755450
0,2,66,1100000
0,4,78.72,550253
3,1,39.17,685475
5,3,66,836000
0,4,94.43,779000
4,8,125,1350000
1,2,47,677000
2,3,71.27,648557
0,2,39.59,475000
4,5,140.87,2350000
8,2,41,540000
3,2,32,507000
1,5,134.7,2060352
3,2,45.23,570000
8,4,85.5,1190000
4,2,32,399000
7,4,119.42,2060000
3,3,73,1109000
1,2,41.89,460000
0,3,81.8,899470
4,4,93.52,1919000
2,3,80.3,899000
4,5,140.87,2350000
2,5,126.2,1996395
4,3,85,1650000
0,5,87,499000
7,2,46,456000
1,2,51.68,809000
0,4,119.32,1890000
4,2,30,445000
3,4,119.53,1890000
4,4,67.48,600000
0,2,55.58,444640
3,2,36.6,510000
5,3,117,3600000
3,1,56.64,736320
2,4,72.63,507684
3,2,45.8,1144954
1,4,94.4,1250000
0,2,48.85,405455
9,1,21,277000
5,2,41,640000
1,1,23,280000
1,2,40.6,299999
0,2,34.41,349500
4,1,40.59,390000
5,2,30.8,459000
6,3,62.04,750000
2,3,67.77,473712
4,1,21,349000
1,5,126,1921395
1,3,62.11,829000
3,4,125.5,2195000
6,2,49,484000
3,1,21,340000
4,9,172,1479000
2,2,52.2,1147520
1,5,126.33,1968374
3,2,66.6,642700
0,4,75.02,524390
3,3,77.09,1755837
2,2,45,610000
3,2,48.65,659000
0,4,188.81,1500000
5,2,48.8,373320
0,4,95,1511000
1,2,43.2,645000
6,2,49.08,484000
3,3,65.98,725780
3,2,46,659000
4,2,27.75,258075
1,3,56.63,731993
2,1,36,490000
9,2,32,480000
3,2,45.7,999526
4,2,32,209100
5,2,45,790000
0,4,82.8,969000
4,3,85,1999000
0,3,62,549000
0,1,31.39,285000
1,2,45,295000
1,3,84,1390000
5,3,67.47,789000
6,2,49.08,499000
1,4,119.53,1790000
1,3,120.9,1330450
10,4,103.83,2490000
4,1,24.01,329000
3,3,68.54,1142050
1,2,43.6,313484
0,2,36,530000
3,3,58.2,790000
1,2,57.81,499000
2,3,115,2367750
2,3,55,549000
6,2,53.57,970000
1,3,61.31,428556
1,2,41.4,704439
0,2,50.72,469000
3,3,77.09,1755837
2,3,75.49,527675
1,2,36.52,467456
6,2,53.57,970000
5,3,68.85,523260
3,2,52.6,378720
2,4,77.3,1065345
0,1,41.6,707158
10,4,76,912000
1,2,51.2,973509
1,3,82.84,1210000
3,2,45.7,999526
10,4,104,2800000
0,3,59.81,421500
1,4,104,715000
1,5,109.62,910847
5,2,36.62,415317
1,3,46.7,359590
1,3,59,700000
0,5,159.52,1389500
0,3,48,398000
0,3,51,415000
2,2,44.6,425000
1,2,38.76,369000
2,2,45,295000
3,2,47,654000
7,2,39,599000
10,5,163.8,2940000
6,2,49.08,454000
0,2,42.32,359500
1,5,132,1804000
0,3,48,409000
5,3,55.21,669000
0,3,50,450000
1,5,146.69,2201343
2,3,115.49,2367545
1,3,67.82,474062
3,2,36.18,699000
3,2,42,540000
1,1,43.79,900000
2,1,30,320000
3,2,43.99,769825
4,2,39.78,632000
0,1,31,335000
0,2,39.59,475000
2,3,82.3,1230000
1,4,95,1250000
3,4,72.59,507404
0,2,51,469999
2,3,46,397000
5,2,40.01,475000
3,1,20,355000
1,3,57.8,410780
0,3,50,425000
3,2,43,629000
4,2,53.68,420000
3,3,60.5,716900
6,5,150,1865500
0,1,33.03,525177
2,3,52.74,795000
0,3,51.1,919748.9
5,3,49.16,373750
1,4,85,499000
1,3,51.2,972748.8
6,2,43.09,510000
1,2,51.01,869000
1,3,67,825000
1,3,84,1390000
2,2,34,360000
3,3,76.68,1341900
2,3,58.53,447754
1,5,132,1512720
5,3,66.1,959000
5,4,70,509000
0,2,41.7,709028
0,4,98,1250000
5,1,39.59,692825
1,3,106,1156000
0,4,132.09,1557720
2,3,68.68,899000
3,2,45.8,1144954.2
2,2,36,389000
2,3,60.07,1100000
0,2,53.08,582735
1,3,105.6,1156430
2,4,118,1878591
6,2,51,632800
9,2,58.62,803094
1,3,61.74,431563
6,3,60.5,679700
2,2,43.89,397000
5,3,94.3,1027870
3,3,45.74,390000
0,3,60.65,671732
10,2,54.41,679000
6,2,49.08,484000
3,2,45.8,1145000
0,2,36,455000
2,2,36.3,345000
0,5,133.6,850000
2,2,37,500000
2,2,60.2,680000
7,4,94,1780000
1,4,132,1557720
5,3,59,640000
0,1,31.5,335000
3,2,48.65,660000
1,2,52.93,420000
0,3,60.97,575000
4,3,71.4,867510
3,3,63,1574937
3,3,67.64,1340000
4,4,88,1220000
6,2,49.08,454000
3,3,48.08,355500
0,4,184.21,1160379
1,3,62.99,829000
6,2,49.08,454000
0,2,39,600000
1,2,53.62,759000
1,5,140,1230600
2,4,115.5,2367750
5,3,68.63,789000
0,2,43,435000
3,3,60,716900
2,2,39.92,599000
2,4,101.71,1319000
2,1,23,298000
2,2,36.33,470047
2,5,69,799000
3,4,125.5,2195000
5,3,67.5,513000
3,4,54.02,799000
0,2,42.68,307296
0,4,72.58,471697
1,3,75,1100000
1,5,110.82,919000
1,4,57,525000
1,3,84,1390000
3,3,115.5,2367750
3,2,45.2,629000
0,5,337,7414000
6,2,48,590000
5,4,68,945000
2,3,50.94,315787
0,2,40,480000
1,2,41,707158
2,2,38,445000
1,3,48,407000
5,2,76.8,1300000
1,4,66,590000
1,3,76.11,649000
1,3,65,1299000
5,2,40.01,475000
1,3,58.06,765000
0,2,36,530000
1,1,41.6,707158.4
1,4,100,540000
3,4,100,1449000
2,1,30.11,421540
1,3,58,700000
1,6,113,890000
2,1,25.36,428584
3,3,61.65,745000
0,3,70.83,968000
3,2,34,305000
5,2,32,445000
1,2,51.68,812000
0,2,40.75,680000
3,3,45.8,1144954
1,2,56.63,732000
2,2,43,559000
1,4,126.69,1007185.5
3,4,119.53,1890000
3,5,142,1870000
6,2,49.08,454000
0,2,36.69,599000
6,2,42.6,398000
3,3,46,390000
4,3,60,589700
1,3,101.52,1593864
3,4,74.8,557260
1,3,84,1420000
4,2,52.82,380304
4,3,64,766900
2,2,27.5,295000
2,2,50.78,640000
6,2,41.5,475000
5,3,84.81,890505
5,4,122.5,3300000
1,2,40.4,440360
3,2,45,1144954
2,3,52.74,750000
4,3,51.01,455000
0,2,51,921548
2,3,43.17,456522
4,2,31.42,517000
4,3,122,3600000
0,5,190,1045000
5,2,45.8,350370
3,1,25.3,359260
2,3,52.44,453756
6,2,49.08,484000
1,2,67.1,1199000
3,2,43,666281
0,2,45,295000
1,3,64.51,494250
6,2,49,484000
3,4,83,1220000
4,3,69,573000
9,2,45.19,609000
3,5,78.3,497000
2,3,82,1235187
1,5,89.88,890000
0,3,48,399000
0,4,83.09,1050000
0,3,62.28,477350
2,2,50.04,360288
0,2,35.7,410000
3,4,119.53,1890000
2,3,65,460000
0,1,27,329000
0,2,39.59,460000
5,1,24.83,465000
3,3,57,615000
1,4,73.42,660000
1,3,51,972748
1,3,84,1390000
2,3,65.03,799999
0,3,68.06,620961.74
2,3,63.3,1329300
8,1,27.56,385000
1,5,126.74,1710450
10,5,130.42,2409625
3,3,61.74,431563
2,4,93,1699000
2,3,52.16,1147520
3,4,92.05,1683193
0,2,37.52,405216
5,2,51.41,759000
3,3,63,690000
3,2,48.65,659000
0,2,42,470000
0,2,34,345000
3,3,66.03,1096025
3,3,59,699000
2,3,80.27,899000
2,3,70.64,927000
0,3,51.2,972749
2,2,44.49,610000
0,5,224,1170000
4,3,59.92,589700
0,2,36,505000
2,3,61.73,833355
5,2,32,459000
1,2,40.15,499000
2,3,63.61,540685
1,4,94.4,1250000
2,3,71.87,556800
3,4,91.28,1024000
0,2,45,295000
1,2,38.76,369000
0,3,59.46,650000
0,4,95.73,1516000
3,2,35.7,555000
3,2,43.2,629000
5,3,68.31,532818
0,2,41,707158
1,1,35.6,489000
0,2,35.37,456000
9,2,45.19,619000
2,2,39.49,363308
2,2,40.82,469000
4,3,63.8,880000
4,2,39,439000
3,2,41.18,370000
4,1,24,299990
2,3,65.15,510300
4,3,65,880000
1,4,57,525000
0,1,29,350000
2,2,32,515000
0,3,62.26,750000
4,2,44,550000
1,3,78,1590000
0,2,41.6,707158
1,4,119.53,1790000
0,2,47.42,398500
3,2,36.6,510000
1,4,94.4,1200000
0,5,87.71,608000
3,2,41.55,384337.5
1,2,56.16,725000
1,4,100,519000
0,4,64.61,419900
2,2,47.06,729430
3,4,112.04,828000
4,2,72,1260000
1,5,105,996000
0,3,57,400000
8,4,77.39,547000
1,3,66.52,618636
1,3,58.25,442700
4,2,41.57,496369
1,2,51.59,865000
0,3,74.44,899000
1,3,75.57,507830.4
1,1,31.59,266500
0,2,52.37,382301
2,3,60.4,461004
1,2,43.89,630000
1,4,66.12,502374
1,1,31.4,518100
1,2,48,401000
3,2,29.17,289000
6,5,120,1930000
1,6,257.92,4150000
6,4,87.94,756284
1,2,42.9,495000
3,1,38,435000
6,2,44.26,419000
1,3,48.5,630015
1,4,88.73,749000
3,1,40,390000
1,5,127.16,629000
7,2,48.94,745000
0,2,42.68,390522
4,3,45.5,399000
4,3,49.02,465000
0,4,69.51,729000
1,2,38.6,620000
0,3,58.63,433862
2,2,34.6,410000
10,4,54,619000
2,3,50.7,569000
4,1,30.37,419106
0,3,66.35,477653.65
3,2,46.91,365000
5,2,36,380000
1,2,41.04,365256
2,3,53.67,406458
2,3,72.62,471303.8
5,2,55.21,649000
2,4,92.93,1254555
1,2,41,319000
1,3,73.22,798098
10,3,73.1,535264.8
1,4,72.31,699000
0,4,92.03,570250
1,3,66.16,639999
3,4,68.63,435800.5
9,3,47.99,431910
1,3,65.33,679432
2,3,64,630000
4,5,104.14,968502
3,3,63.51,635000
4,3,66.42,889497
0,4,65.73,512694
0,1,33.94,278308
0,1,26.96,264208
3,4,123.95,2974800
0,3,66.66,799000
3,3,67,647000
0,4,83.2,707200
1,3,63,690000
3,1,34.94,464702
0,3,48.72,360528
3,3,75.61,534562.7
1,3,110.81,991749.5
5,2,53.7,644400
5,1,33.33,466620
3,3,54.56,414656
0,4,76,541000
4,2,45,299000
4,5,82.82,774367
4,2,31.37,425000
4,4,88.59,636000
1,2,36,339000
3,4,73.4,572520
0,3,47,549000
1,2,50.7,389000
5,2,29.3,379999
2,1,30,155000
1,3,63.2,423000
2,1,34.66,264317
3,2,48.95,346076.5
4,3,56.4,599000
1,1,41.4,704438.56
4,3,53.04,475099
0,2,48.33,434970
1,3,58.77,440775
3,2,67.89,543120
1,3,65.41,456234.75
7,3,63.84,549000
5,2,49.6,394320
0,3,75,525000
4,4,87.94,729902
0,3,57.15,377890
0,2,56.2,769940
2,2,36.02,389016
3,2,55,435000
10,4,108,1456000
5,2,36,380000
2,4,86.29,849000
0,3,61.2,489600
1,5,92,495000
5,2,49.73,527138
1,4,91.47,646692.9
10,4,99.95,1999000
3,2,49.09,520354
2,3,54,328800
1,2,39.27,679000
3,3,60.09,468702
2,2,46,693000
5,3,74.7,2026276.14
5,3,83.83,913747
1,2,43.75,693000
0,4,68.06,483226
1,4,97.59,692889
3,3,54.03,410628
3,3,51.02,364409
4,3,66.67,674360
1,3,62.5,1000000
0,3,51.88,378724
3,2,40.5,366000
1,3,36.5,292000
10,1,27.04,405600
0,2,50.06,450540
0,1,21.84,207480
2,3,60.09,462693
1,2,44.2,620000
3,2,48.18,435520
0,3,55.11,396792
0,1,34,404000
4,1,26,349000
5,3,60.9,615200
1,2,45.44,327625
9,1,33.11,496650
2,6,136.47,1100000
1,3,67.27,645792
5,4,75.92,652912
0,2,53.1,400905
3,3,69.58,483942
4,3,77.36,587936
6,1,35.9,499010
5,1,39.59,629481
5,2,44.6,460103
8,4,66.72,834000
1,1,32,299000
2,2,38,328700
1,3,67.15,451248
5,3,72.56,870720
2,5,108.44,1409720
2,1,27.67,368011
1,2,37.12,301458
10,2,36.96,399000
2,2,34,308000
3,1,35.44,269000
1,2,52,599000
5,4,79,548000
4,4,83.79,695457
1,1,21.69,206055
4,3,126.81,1156756
1,3,51.2,972748.8
0,2,33.5,499000
1,3,62.28,499000
0,1,24.89,293702
0,2,40,284000
1,2,50.35,478325
1,3,64.46,599000
0,2,52.9,399395
3,2,39.31,412755
2,3,61.95,576135
2,4,118.09,999000
2,4,79.64,681059
0,2,40.86,499000
4,2,47.56,522684
0,1,28,369000
2,3,65,495000
0,4,94.74,766300
3,3,58.4,458440
1,5,126.69,850090
3,2,50.05,393285
0,3,84.65,821105
4,3,46.05,524000
0,2,56.1,408969
1,2,38,299000
0,3,56.31,460400
3,5,103.5,752265
1,3,65.37,480897.57
1,3,56.77,376500
2,3,59.97,509745
0,1,26.7,293700
0,2,48.5,388000
3,5,103.05,752265
2,3,46.78,439732
0,2,54.83,369000
2,3,65.23,454653.1
0,2,41,331267
0,2,38,315000
1,3,57.5,408250
1,3,60.5,519000
