jml_lantai,ruangan,luas (m2),harga
4,3,64.37,559000
4,3,65,449000
0,2,38,390000
3,3,63.1,749000
0,2,61.8,648000
1,2,42.9,425000
3,3,63,770000
4,3,65,449000
1,4,82.6,768000
1,2,37.5,360000
4,3,80,810000
3,2,53.4,385000
3,3,64.7,620000
9,4,77,774000
4,3,70.5,575000
0,2,51.1,520000
4,3,59.2,699000
3,2,47.89,410000
4,4,70,797000
0,3,60.9,410000
2,6,115.9,695000
3,3,64.7,620000
2,6,115.9,690000
8,2,60.6,459000
3,3,62.45,585000
3,3,71,700000
4,4,100,750000
4,4,70,785000
0,3,57.7,577000
2,2,51.1,550000
5,3,62.4,640000
1,3,93.3,1050000
3,4,98.4,995000
4,2,47.22,459000
4,4,80,480000
4,2,47.22,459000
10,3,65.4,419000
0,3,77.6,1064000
4,4,70,785000
10,3,77.3,730000
1,1,28.6,299000
0,2,47.4,390000
2,2,52.2,440000
1,1,28.6,299000
3,4,87.1,832000
0,3,57.7,577000
10,2,54,485000
3,3,71,740000
8,3,70.2,739000
4,4,70,797000
3,4,87,832000
2,3,77,430000
0,3,61,410000
10,3,77.3,730000
0,3,51,550000
0,3,64,525000
4,4,70.01,785000
0,3,61,427000
4,4,70,785000
3,3,63.25,599000
3,3,72,879000
2,3,65,740000
0,4,71,780000
0,2,51,495000
6,2,50,445000
0,2,51,495000
4,5,65.1,699000
0,2,54,389000
3,3,71,740000
2,3,62.5,740000
4,3,65.4,779000
3,3,71,749000
2,3,69.5,499000
3,3,63,590000
4,4,80.6,1249000
2,5,106,845000
0,2,57.5,499000
2,2,48,415000
1,3,154.6,690000
0,4,146.5,850000
3,3,63,670000
7,3,70.4,519000
4,3,73.5,810000
3,4,94.4,811840
2,2,42.4,340000
1,3,67,656600
0,2,41,390000
10,4,89,625000
2,2,56,499000
2,3,69.93,590000
4,6,162.6,1200000
1,5,138.7,1297500
1,4,153.5,890000
2,6,93.53,750000
3,4,121,950000
3,5,196,1690000
2,2,48,415000
0,4,113,850000
4,7,163,1199000
2,2,53.5,373000
0,2,41,390000
1,3,53.5,373500
0,4,152,990000
4,2,46.7,393900
4,6,162.6,1200000
0,1,20,98000
2,2,62.03,410000
4,5,127.5,875000
4,5,127,879000
3,2,70,1195000
0,1,41,390000
3,4,121,995000
0,4,113.5,850000
4,6,153,1200000
3,3,70,525000
4,5,80.1,695000
2,3,75,699000
3,5,121,980000
3,2,70,1195000
4,4,148.03,1450000
0,3,72.4,470000
5,3,164,2895000
4,4,148.3,1455000
3,3,58,619000
8,2,49,470000
8,2,53,425000
1,3,178,899000
2,4,154.5,690000
4,3,83,475000
4,5,127.4,879000
4,5,127,879000
1,4,101,1199000
2,2,48,425000
3,3,60,620000
4,6,160,1200000
1,5,110.4,1020000
3,5,85,980000
4,4,90,630000
5,3,63.4,580000
0,4,84.9,630000
1,3,64,530000
1,2,38.4,359000
0,2,50,605000
3,4,84.9,580000
0,2,52,389000
3,3,48.4,495000
0,3,56.28,608000
6,3,79.8,652000
2,4,122,1320000
4,5,216,1594000
1,3,65.44,585000
3,3,61.68,585000
4,2,49.9,500000
9,1,35.2,429000
9,2,35.2,425000
4,4,89.89,650000
0,5,300,1899000
2,2,53.15,639000
3,4,135,1900000
0,2,56.28,608000
2,2,54.15,580000
3,3,85,795000
1,3,68,630000
1,6,133,1188100
2,2,54,585000
3,3,83.2,650000
1,4,180,980000
2,2,51.38,429000
5,2,50.9,397000
5,4,91.6,1100000
3,3,64,589000
5,4,91.6,1100000
2,3,75,788000
6,5,157.91,1990000
1,3,70.5,795000
3,5,216,999000
3,4,134,1900000
4,4,97,625000
5,5,86.04,910000
3,4,136.01,1900000
6,5,96.77,950000
0,2,50,575000
1,3,55.3,460000
3,2,47.36,460000
2,3,76.75,599000
4,5,128.3,1050000
1,3,55.3,460000
3,3,91,1080000
1,4,78.2,598000
3,3,83.2,650000
4,4,78,570000
0,3,72,860000
4,6,143,990000
1,4,78.2,598000
1,2,48.34,580000
2,2,40.7,389000
2,3,65.2,586000
1,4,82,598000
3,2,47.36,460000
1,4,82.7,680000
4,3,67,699000
2,2,48,417000
3,4,98.5,1150000
1,3,83.4,799000
1,4,123,870000
1,3,74,870000
2,2,40.7,389000
1,2,37,405000
3,2,47.36,460000
0,4,94.5,940000
2,2,65,650000
0,3,63,515000
2,3,65.2,576000
4,5,119,950000
3,2,49.8,460000
2,4,76,840000
3,2,50,495000
1,4,78.2,597993
3,4,102,534000
0,1,52.36,399000
2,2,44,475000
4,3,78,605000
1,3,64.5,596000
1,2,52.5,544000
1,2,50,365000
0,2,58,404000
1,4,100,1200000
1,3,82.18,1300000
3,2,49.8,460000
2,3,65.2,799990
1,4,82.7,680000
0,4,79,670000
2,2,30,275000
3,2,47,460000
1,3,74.6,870000
1,2,54,485000
4,5,128.34,1050000
3,3,80.8,648000
5,4,52.4,505000
1,3,74.6,870000
4,4,78,649000
4,3,78,599000
1,4,82.7,720000
1,3,55.3,460000
3,2,47,460000
5,2,65.5,1090000
1,4,81.87,598000
0,3,68.2,440000
1,4,78.1,598000
0,7,94,930000
3,2,47.36,460000
3,3,54.1,475000
3,2,47.36,460000
3,2,47.16,460000
3,3,80.8,648000
2,4,121,889000
3,2,54.1,475000
1,4,82.7,680000
2,3,78,726000
1,2,52.6,549000
10,1,36.9,295000
2,3,70,765000
4,4,82.6,599000
1,3,62.9,720000
3,2,46,488000
1,4,107,849000
4,4,81.37,599000
1,3,62.9,720000
4,4,81.37,599000
2,4,101,1200000
1,3,78.5,597000
4,4,83,599000
2,3,72,449000
0,3,76,599000
3,3,87,695000
4,3,59.2,634900
2,6,235.4,990000
10,5,126,1999999
3,2,40,350000
1,4,81.59,800000
1,2,61.1,689000
2,3,78,695000
2,2,59.15,544180
2,4,107,1100000
10,6,250.3,2599000
1,3,87.72,539000
0,3,55.7,670000
2,4,161,1340000
1,3,62.9,720000
3,4,80.02,1030000
4,3,72,569000
3,3,66,554000
2,3,76,680000
3,3,83.2,650000
1,2,47,399000
2,1,36,340000
5,6,120,865000
1,3,67,675000
1,2,52.8,407000
1,3,85,610000
6,4,144,1800000
1,4,100,1200000
4,3,79,472000
2,3,78,695000
1,4,121,1450000
3,4,84.6,714000
0,3,73,676000
3,4,81,532000
3,1,36,320000
4,1,32,259000
3,2,46.8,360360
2,1,35.3,317700
0,2,50,415000
3,2,56,450000
1,3,85,610000
1,4,100,1200000
1,4,98.14,990000
3,2,51.6,371520
2,2,53.14,379000
3,3,73.4,445000
1,4,92.5,1020000
4,3,51,475000
3,2,48,595000
5,2,37.1,390000
1,4,82.7,615000
2,3,83.2,896000
4,2,70,439900
1,3,63,765000
0,3,85,740000
0,5,135,1175000
2,4,101,1200000
3,2,56,450000
4,4,70,899000
1,1,40,429000
10,4,102,1250000
3,5,108,955000
3,3,119.3,954400
0,5,79.51,520000
1,2,53.2,325000
0,1,32,359000
0,2,44,360000
1,6,145,1740000
10,3,137.1,1780000
3,5,144,1250000
2,3,78,756000
3,1,35.7,325000
1,1,33,89900
0,5,78,530000
10,3,90.8,970000
2,4,71,652000
2,4,68,680000
2,5,150,1520000
3,7,205.9,1800000
4,3,54,519000
4,3,84.2,645000
3,3,65.3,540000
0,2,50,580000
10,4,102,1250000
0,2,59,550000
4,3,57,419000
3,4,100.84,1250000
3,5,144,1250000
3,4,120,805000
1,2,43.5,419000
3,3,66.7,529000
0,7,94.5,940000
2,3,66.7,595000
10,2,46,549000
1,3,55,720000
2,4,71.4,652000
4,2,39,399000
8,4,121.5,1190000
2,2,49,124000
3,3,58.5,140000
1,6,145,1690000
5,2,48,560000
3,4,158.4,2670000
2,2,52.3,389000
1,2,65,685000
4,3,62.2,745000
2,1,35.4,340000
1,2,43.5,419000
3,3,72.46,545000
3,2,43.5,475000
1,2,52.6,370000
3,2,35,379000
3,5,120,720000
3,1,36,320000
3,1,36,320000
2,5,190.91,1520000
1,2,58.7,493257
2,2,38.03,395000
2,4,110,990000
3,2,50,435000
4,2,46,357000
0,3,78,649000
2,3,64,619800
3,2,50,430000
2,3,65,576000
0,2,45,540000
10,4,102,1250000
2,3,66.7,595000
4,3,60.1,499000
3,5,190.91,1550000
1,5,150,1600000
4,4,82,676000
0,1,32,345000
4,3,62.2,745000
0,2,54.5,435000
3,5,111.4,865000
0,5,78.4,510000
9,4,120,1390000
5,4,60,910000
0,1,32,359000
1,2,145,1690000
3,2,49,578000
2,2,56.66,458000
3,2,48,379000
2,5,103.5,827000
1,6,145,1700000
4,3,60.1,499000
3,1,35.7,321000
0,6,186,1750000
1,2,49,140000
3,3,71.7,510000
0,2,59,550000
0,2,49,159000
0,2,60,499000
10,4,160,1650000
2,3,87,899000
2,1,53,535000
1,5,163.2,999000
1,3,52,650000
1,2,53,600000
3,4,142.7,1150000
2,3,63.59,635000
3,4,96,639000
1,1,30,370000
1,3,63.5,565000
1,3,70,750000
3,3,88.57,1050000
5,5,185,2590000
1,3,64.5,547000
6,1,35,450000
0,2,53,740000
3,3,63.4,389000
0,2,47.8,325000
7,1,20.3,205000
3,2,49,595000
0,5,162.5,1410000
1,3,88.8,840000
3,2,48.7,595000
3,3,71,576000
0,2,40.2,520000
1,2,71,990000
1,3,55,435000
10,5,126,1299000
0,3,76,599000
0,2,44.9,415000
2,3,81,779800
3,2,56,515000
0,2,61.2,720000
2,2,57,535000
1,1,35.4,395000
2,2,37,335000
3,4,91.87,580000
2,2,37,335000
8,2,65.7,685000
1,3,99.5,1097000
4,5,80,712000
7,4,155,1650000
2,3,78,825000
2,2,61,735000
0,3,78.6,1099000
1,2,53,600000
10,2,51.67,665000
5,4,182,1949900
3,4,91.87,590000
4,2,64,399000
1,1,34,256000
1,4,94.04,1175000
1,3,63.5,500000
3,3,66.7,539000
1,4,103.31,1199000
2,4,72.5,652000
0,3,69,585000
3,2,45,495000
3,2,48,139000
6,3,146,1197200
5,4,106.83,1150000
3,5,111,856000
10,3,86.3,940000
7,3,66,719000
4,3,48.43,460000
2,3,71,760000
0,1,26.2,269000
4,4,78,519000
1,3,70,715000
1,2,55.3,599000
0,3,54,530000
1,3,85.11,570000
1,2,71,990000
1,2,41,485000
2,4,123,900000
1,2,45,399999
2,2,72.6,796000
0,3,78.6,1099000
3,2,40,479000
3,3,92,759000
4,3,66.2,529000
1,2,53,448850
1,2,50.5,420000
2,1,36.15,451875
3,5,85.5,590000
4,2,56.54,615000
4,3,50.66,475000
7,4,145.6,1599000
3,5,126,999000
1,2,44.72,399000
3,4,159,2530000
0,3,59,475000
2,4,99.27,775000
1,2,55,439000
0,2,57.5,449000
3,2,40,420000
1,4,94,1175000
2,3,69.5,530000
6,3,52,520000
3,2,54.38,515000
1,1,40,429000
2,4,100,740000
10,3,90.8,965000
1,4,78.56,639000
3,3,56.5,595000
0,3,77.6,1064000
3,2,55.5,610000
6,4,92,960000
3,2,48,595000
3,3,56.37,525000
2,2,40,470000
2,4,117,1170000
5,4,95,745000
3,1,32,384000
4,2,64,399000
4,2,48,395000
1,2,53,599700
10,4,160,1650000
0,1,39,90000
2,2,61.8,699000
6,3,88,820000
10,2,51.61,665000
4,3,63,730000
1,4,94.04,1175000
1,5,205.4,2600000
5,4,60.1,822000
1,2,55,440000
8,2,65.7,685000
2,2,53,529000
2,2,54,490000
3,4,106,649990
2,3,94.78,1135000
3,1,38.4,420000
3,2,51,599000
0,2,38,375000
0,2,61.2,720000
7,5,66,719000
9,2,58.2,640000
2,1,28.35,199000
10,4,160,1650000
3,4,76.5,595000
0,4,58.66,586600
0,2,53,740000
0,3,67,619000
6,1,35,450000
8,2,65.7,685000
1,2,53,600000
0,3,62,720000
10,3,96,1150000
2,4,88.05,899000
8,2,65.7,685000
3,2,48,595000
4,2,42,478000
3,2,59.51,515000
0,3,78.6,1064000
6,7,195,2350000
0,2,50,549000
2,3,90.3,993000
4,4,133,799000
2,1,35,285000
0,2,62.3,544000
4,3,69,550000
5,4,98,749000
0,2,60.5,478000
3,3,98.6,699999
2,3,72,876000
5,3,48.5,79900
2,2,56.9,480000
3,2,48,595000
3,2,48,395000
3,2,56,515000
3,4,120,1550000
7,3,84,999600
1,4,86.6,779000
2,3,71,595000
3,2,48,395000
4,4,71,671000
1,4,120,980000
5,2,57.36,599000
3,4,127.73,1195000
0,3,45,360000
4,2,56.5,619000
3,1,36,319900
3,2,50,640000
4,4,138,1999000
0,3,53.97,549000
0,2,61.25,720000
0,3,57,429000
1,1,29.5,308900
4,3,66.15,640000
2,2,40.5,470000
10,3,86.3,940000
1,3,74.5,736000
5,2,34,375000
1,5,143.6,1500000
4,1,34,275000
3,2,48.7,595000
2,2,37,335000
0,2,35,390000
10,3,86.3,940000
2,2,37.85,335000
5,1,35.05,393000
3,2,55.5,449000
3,4,76.5,595000
0,3,64,649000
3,4,104,950000
3,2,48,595000
3,4,98.6,699999
2,4,72.5,652000
4,4,53.31,497000
1,5,180,3500000
1,4,130,885000
3,4,90,829000
1,3,74.5,736000
1,2,42,479000
3,2,54.83,515000
3,5,100.8,930000
3,2,49.69,660000
3,2,57.5,549000
2,3,69,525000
4,2,45.6,380000
0,4,58.66,586600
4,4,81.5,549000
0,3,85,467000
2,2,51.98,389000
4,3,63,730000
1,4,94.04,1175000
6,3,52,495000
1,3,54,485999
0,2,39.2,459000
3,4,142.7,1150000
1,3,58,427000
3,5,104,680000
7,1,40,330000
2,1,36,350000
1,2,50.49,415000
2,3,90.3,993000
1,4,75,685000
3,4,120,680000
2,3,64,640000
0,3,64.7,457000
4,4,100,799000
3,3,67,567000
3,3,68,549000
1,2,49,119000
3,3,83,860000
4,1,36,289000
4,2,42.2,375000
1,3,117,1250000
6,5,68,560000
0,3,64.8,459000
3,4,103.2,950000
3,2,54,410000
3,2,32.8,344000
2,6,93.53,750000
3,3,66.7,530000
2,2,63,990000
2,2,40.5,470000
1,2,53,600000
3,3,63.4,389000
2,3,58.3,427000
2,6,238,3550000
10,4,160.2,1600000
5,3,77,749000
1,1,39,348000
1,2,45,895000
0,3,79.9,539000
3,3,72,799000
4,2,55.5,575000
1,2,54,485999
5,3,52,420000
4,5,216,1595000
2,3,63,635000
2,4,76,840000
3,5,96.5,649000
6,7,195,2350000
1,2,54.93,435000
0,3,71.1,799000
1,2,53,600000
2,3,90.3,930000
3,2,63.4,389000
2,3,81,891000
3,3,50,595000
4,4,133.5,799000
4,5,116.01,1320000
3,2,48.7,595000
2,2,36,285000
5,3,52,420000
10,3,86.3,940000
1,2,40,379000
3,3,80.5,649000
6,4,160,1990000
1,4,94.5,1175000
6,3,110.9,1300000
4,4,90,628000
8,2,38,340000
1,4,75,660000
3,3,87,715000
1,3,105,1330000
3,2,48,395000
2,1,53.59,535000
3,3,66.7,529000
1,1,38.52,352000
0,2,54,740000
2,2,58,638000
3,2,40.5,369000
4,1,31,343000
3,2,48.7,595000
2,2,36,340000
4,3,51,475000
1,4,80,639000
1,1,28.1,395000
4,3,51,475000
7,1,31,319000
9,2,61.5,695000
6,1,35.01,420000
3,5,104,690000
3,2,48.7,595000
4,3,66.2,529000
4,4,90,629000
7,2,43.6,485000
1,2,43,340000
3,2,40,490000
4,2,61,649000
3,2,38.4,395000
1,3,63.5,500000
0,2,53,429000
9,2,58.2,640000
1,3,70,760000
10,4,160,1650000
3,2,38.9,420000
1,4,100,920000
0,3,57,400000
10,3,88,850000
2,4,100,740000
3,2,37,414000
1,3,58.3,427000
5,2,57.36,599000
3,3,56,515000
2,1,31.8,290000
5,4,60,839000
3,2,40,479000
6,2,52.7,629000
4,2,56.5,615000
2,3,72,875000
1,2,38.7,380000
4,3,75.6,989000
2,2,45,410000
6,2,48.4,569000
3,3,90.4,1100000
3,4,136,1190000
1,1,36,385000
2,2,64,610800
0,2,63.8,465000
3,2,54.38,515000
2,2,54.3,429000
2,2,53,465000
3,2,60,599000
1,2,55.9,590000
2,3,48.88,599000
0,4,84.4,950000
4,3,70,425000
4,5,128,739000
2,2,64.4,610800
1,2,53,412000
1,1,30,299000
6,4,117,1180000
4,6,152,1620000
1,5,118.23,1350000
3,5,161,3100000
5,2,48.5,446200
3,2,48.7,595000
2,2,68,599900
3,2,47,365000
1,3,82,1220000
5,4,93,1100000
2,2,43,420000
1,3,120,1139777
2,2,54.3,450000
3,3,61.08,420000
3,4,98.1,629000
0,4,146,1700000
0,5,183,1900000
1,5,118.23,1350000
3,3,82.11,598000
2,2,44.1,365000
3,2,51,387000
0,2,43.5,393000
1,2,80.3,960000
5,2,55,585000
0,2,52.01,530000
0,2,43.5,393900
1,2,50,460000
2,2,54.3,425000
0,4,85,949000
2,3,64,645000
5,3,83,895000
0,2,45.6,420000
2,2,58,599000
2,2,53.19,490000
1,1,36,385000
3,2,37.1,333000
10,2,54,990000
10,2,54,990000
1,4,90,950000
3,3,83.3,675000
2,2,51.37,399000
7,4,146,1550000
1,3,73.92,849000
5,3,83,895000
5,3,83,895000
0,3,70,579000
6,2,49,599000
1,3,90,915000
1,5,118.23,1350000
6,5,173,2080000
2,2,54.3,429000
7,3,62.5,170000
1,2,38.7,390000
1,3,81.43,1200000
3,4,90.7,650000
0,2,54,460000
0,2,39.18,449000
7,3,75.4,739000
1,2,42.7,360000
4,5,128,739000
4,3,50,570000
2,2,44.1,365000
2,2,47.2,399000
2,2,56,479000
3,2,58.63,429900
3,2,50,630000
2,4,104.5,849000
1,3,63.6,589000
1,2,43.7,410000
0,2,52.13,530000
2,3,71.9,740570
1,2,43,410000
1,5,118.23,1350000
4,2,45,395000
0,2,44.92,415000
1,2,51.3,530000
3,5,72.98,840000
4,5,194,999000
7,3,75.4,740000
3,3,62,419000
4,3,81,964000
2,4,91.4,950000
2,2,54.3,450000
3,2,56.1,699000
7,3,75.4,740000
1,2,38,390000
4,3,58,545000
1,2,62.8,679000
7,4,173.5,2300000
10,2,54,990000
7,2,70,660000
1,5,137,1295000
2,2,56.5,549000
3,3,62,419000
1,2,43.7,410000
2,2,50.38,415000
0,3,53,670000
4,2,45,380000
6,2,48.4,569000
5,4,90,954000
0,1,41.4,335000
2,4,87.3,1250000
3,2,37,295000
4,5,128,739000
2,2,49.3,515000
2,1,35.6,340000
5,2,86,775000
2,2,54.3,420000
2,4,95,1200000
3,3,75,1039000
1,2,63.6,510000
0,3,53,670000
3,4,139.4,1490000
4,6,156,1650000
2,3,54.5,627000
1,1,36,385000
3,3,61.6,439000
2,2,54.3,425000
2,2,44.5,355000
5,3,83,895000
3,3,59.1,419000
3,5,139.4,1490000
3,4,87.24,618000
4,2,41,360000
6,1,32.19,430000
5,3,83,895000
2,2,53.19,490000
3,4,110,680000
1,5,98,1159000
1,2,42,529000
0,2,45,415000
4,6,156,1649000
4,6,162,1300000
9,5,171,1700000
4,5,86.86,785000
3,4,127.2,850000
7,3,75.4,740000
1,5,118.2,1412000
3,2,51.37,418000
3,3,92,759000
4,3,70,960000
3,3,100,1150000
1,2,38.7,390000
2,3,88.6,995000
2,2,35.6,329000
2,3,87,2000000
1,4,99.5,590000
3,2,51,359000
4,5,87,739000
0,2,52,590000
1,3,112.8,2932800
3,4,139.4,1490000
2,2,54.3,425000
3,2,58.63,460000
3,2,50,629700
1,4,84.88,890000
1,1,40,499000
1,2,43.7,410000
2,2,54.3,429000
5,4,93,1100000
1,1,25,323000
0,4,85,949000
4,4,97.5,1150000
1,2,46.4,359000
7,3,75.4,740000
1,3,76,1100000
1,5,118.23,1350000
2,3,100,800000
5,3,86,1250000
4,5,128,785000
4,5,87,739000
2,2,54,425000
1,3,84,635000
1,2,47.5,517750
2,2,63,980000
3,3,70.2,630000
8,4,145.6,1550000
0,1,32,414000
3,3,69,710700
1,4,98,839000
4,3,75,989000
3,2,45.2,399000
2,2,38,365000
1,5,98.79,1159000
0,5,137,1350000
5,3,83,895000
1,6,368,9000000
1,2,50.5,490000
5,3,82.8,895000
5,3,83,895000
3,5,118,690000
1,3,58.1,459000
3,2,48,139000
6,2,27.9,290000
2,2,54.3,475000
0,2,53.3,450000
6,2,42,460000
3,3,84.5,675000
1,2,51,488000
2,3,78.8,811640
3,2,51.3,405000
2,2,44,464000
4,3,68.6,540000
2,2,54,430000
0,2,39.5,449000
2,2,51.34,399000
5,3,76,1330000
6,5,173,2080000
8,4,71.3,899000
2,2,69.4,565000
4,2,42,430000
0,2,58.7,660000
0,4,90,1150000
3,3,75.1,660000
6,3,150,2800000
3,3,75.1,660000
3,2,54.5,499000
3,4,98,250000
1,4,103,870000
3,2,58.6,565000
0,5,56,573700
0,2,45.5,498000
0,4,183,1960000
1,3,73,640000
2,3,61.3,549000
0,2,42.17,415000
1,2,60,850000
4,1,37,469900
3,4,84,799000
0,2,45,490000
1,2,53.1,430000
5,2,50,430000
2,4,56,460000
3,4,84.99,849900
1,3,71,1120000
3,5,88.63,698000
0,4,76.6,575000
4,4,103.3,799000
6,5,225.5,2840000
3,4,103.3,799000
6,1,39.2,525000
2,3,63,559000
3,4,84.99,849900
5,3,84.9,933000
1,2,36,435000
6,3,100,629000
0,2,42.12,455000
3,3,60,585000
2,2,62,715000
2,2,56,560000
4,1,33,450000
6,2,49,569000
0,3,74.24,599000
1,4,170,3900000
6,3,69.8,623000
4,2,60,630000
3,3,64,549000
0,3,75.4,807000
2,4,181,2750000
6,3,58,499000
1,3,68,1199000
1,2,50.5,499000
3,1,30.6,249000
3,2,42,462000
5,3,88,899000
3,3,78.91,710000
3,3,75.1,660000
1,2,50.7,548000
3,4,110,879000
2,2,54.4,399900
6,3,150,2800000
5,2,60,750000
7,4,122.6,1300000
3,3,78.65,650000
2,3,78.8,750000
3,6,162,1300000
2,3,58,599000
0,2,58.7,649000
3,3,64,549000
3,2,49,595000
7,4,81.21,1180000
2,4,181,2750000
4,4,86.04,1120000
10,4,178,2200000
2,1,18,250000
2,2,55.4,410000
2,2,48,450000
2,2,48,450000
5,2,49,565000
4,3,72.7,540000
6,3,52,520000
1,2,50.8,469900
4,2,36,499990
4,2,36,499990
6,3,69.8,624000
0,2,45,415000
4,3,61.01,610000
4,3,80,570000
1,4,94,870000
6,1,39.3,525000
2,2,55,410000
5,3,76.89,985000
1,1,39.6,430000
5,2,50,750000
1,4,112.66,1495000
2,3,70.46,599000
2,2,47,375000
2,2,55,410000
8,5,142,1549000
10,3,200,2300000
3,1,32,280000
7,3,68,799000
0,2,57.7,450000
4,3,59.15,630000
6,3,58,499000
10,4,160,1650000
2,2,54.4,399900
3,4,71.02,750000
4,3,94,1049000
1,4,112.66,1395000
4,1,27,355000
0,3,79,553000
4,3,75.6,959000
3,3,90.4,1100000
3,1,38.3,649000
5,1,39,460000
6,2,49,387100
3,3,44.56,369000
3,3,93,1850000
3,3,66.6,610000
0,2,57.7,450000
0,1,36.22,265000
3,2,45.4,370000
0,3,56.59,480000
1,2,53,572400
3,3,92,729000
3,4,95.6,620000
1,4,109.5,1690000
3,2,56.4,510000
1,2,48.3,424000
3,3,75.1,660000
3,4,147,2299000
0,2,46,480000
0,2,46,430000
0,4,115,805000
0,1,21.9,139999
5,2,57.36,599000
0,2,58.7,660000
0,2,37.2,315000
3,3,75.1,660000
10,3,70,794000
1,3,68,1179000
5,2,50,510000
2,2,55,410000
1,2,50.5,499000
7,4,82,1180000
3,3,83.3,675000
3,3,48.8,430000
4,1,37,469900
0,1,30.4,250000
10,2,44,418000
2,4,140,3500000
2,2,48.97,410000
3,3,75.1,660000
2,2,62.3,715000
6,3,52,520000
1,4,112.66,1395000
4,2,60,630000
1,3,67,599000
4,1,60,630000
3,3,110,880000
3,3,75,660000
0,2,45,490000
0,2,46,480000
5,2,57.11,650000
0,1,36.22,305000
7,4,82,1180000
0,1,26.3,83000
5,3,76.89,984192
3,2,65.8,494444
1,4,112.66,1395000
1,4,150,1062000
2,2,41.59,495000
1,2,60,850000
2,2,48,475000
0,2,37.2,315000
10,4,200,2200000
2,2,48.97,399000
2,3,65.1,490000
10,6,280,2890000
1,1,37,530000
4,3,84,849000
2,1,29,325000
1,1,34,420000
2,5,125,1312500
3,4,84,799000
10,5,280,2900000
5,2,39,440000
3,3,63,750000
0,4,77,585000
3,2,44.8,119000
1,2,53.7,375000
2,4,100,999000
3,2,62,719000
5,2,39,440000
0,2,45,550000
1,2,51.7,399000
3,2,56,549000
2,2,53.1,499000
0,3,53.2,485000
2,2,49,490000
2,1,37,329000
8,2,52,805000
0,3,85,1100000
2,1,40,420000
9,2,39.64,404328
1,3,72.91,640000
1,2,46.16,460000
2,1,37,330000
3,3,63,640000
2,4,94,690000
9,2,44.2,360000
8,5,147,1600000
1,5,123.4,862000
0,3,55,491000
7,3,73.3,1147000
3,5,130,1055000
3,3,66.9,459000
2,3,52,450000
2,1,37,330000
0,2,46.4,375000
3,2,35,455000
1,3,62,800000
1,3,70.12,749000
0,2,44.5,347000
1,2,65,812500
3,1,38,99000
2,3,68.5,685000
2,1,37,329000
1,5,151,1290000
8,2,53,785000
2,2,45.17,539000
9,2,44.2,360000
5,2,39,440000
2,2,53.2,489000
1,1,37,530000
4,3,91,519000
2,2,40,420000
0,1,35,305000
2,3,61.5,639000
5,2,39,440000
2,2,44,419000
7,4,82,1180000
0,2,52,575000
1,2,46,414000
1,1,34,425000
0,2,47,309000
0,2,44.5,340000
2,3,88.4,764000
3,2,57,439000
3,2,56.1,549000
1,3,54,129000
5,2,39,440000
1,2,67.32,840000
3,4,84,799000
2,3,60,690000
0,3,69.7,584500
3,3,100,698000
0,3,67,735000
2,2,53,460000
1,2,59.24,700000
2,4,94.2,690000
4,2,46.46,599000
4,2,46.46,599000
6,1,34,315000
3,4,75.75,949000
0,3,117.5,999000
3,4,87.5,740000
3,2,50,229000
2,1,37,329000
0,2,45,550000
2,4,90,1100000
0,2,45,550000
3,2,83,480000
2,1,37,330000
4,2,51,407000
2,2,49,490000
3,3,60,629000
3,2,54.83,515000
0,2,52,575000
1,3,88,1300000
0,3,54.53,479000
2,5,90,549000
0,1,28,299000
5,5,129,910000
1,2,51,360000
1,4,144,3800000
3,4,84,799000
1,3,72.91,640000
1,1,38,350000
2,1,37,329000
8,2,53,785000
2,2,47.1,460000
0,2,53.8,389000
3,3,152.05,1650000
2,4,94,690000
1,3,113.1,2890000
0,5,125.25,995000
3,4,100,699000
10,2,58,740000
6,3,106.5,1399000
1,2,59.6,595400
0,3,74,849900
3,2,49.69,675000
0,2,58,479000
1,2,40.1,410000
3,4,82,799000
2,4,140,3500000
1,2,49,29900
1,2,59.6,595400
1,2,59.24,700000
3,3,70,469000
0,1,36,265000
3,5,120,890000
0,2,54,389000
0,2,44.5,340000
5,2,48.8,415000
0,3,59,590000
3,1,33,69000
2,3,58.6,485000
6,2,71.6,1299000
4,2,49,460000
4,2,49.2,460000
2,3,71,699000
2,2,59.3,649000
4,2,47,525000
2,4,106,990000
2,2,62,742500
2,3,108,730000
5,3,57.5,499900
6,6,176,2280000
3,4,97,769000
2,3,64,525000
3,1,30,280000
3,4,110,1290000
2,3,91,1600000
4,1,37.5,330000
0,1,33,289000
3,4,110,1270000
1,1,34.84,319000
1,1,32.4,315000
3,3,68,570000
4,4,141.1,1150001
1,3,74.7,979000
3,4,96.4,769000
0,2,43.07,340000
4,2,49.2,460000
2,2,62,744000
1,3,92.06,909000
0,3,64.89,676000
4,2,42,499000
5,4,72.81,803000
1,3,58.7,500000
1,2,58,709000
1,3,75,980000
6,3,70,700000
7,4,120,1348000
0,3,53,510000
3,3,97.5,615000
2,2,65.92,650000
1,4,92.47,898000
0,2,54,495000
1,4,112,1650000
0,3,70.8,695000
1,2,58,709000
0,3,67.1,640000
5,2,44,590000
1,2,36,435000
2,4,178.5,1790000
1,3,57,170000
1,3,75,988000
2,2,49.7,845000
3,4,110,1250000
1,3,57.48,565000
4,2,49.2,465000
6,3,89.8,1290000
4,3,72.7,540000
1,2,36.2,515000
1,3,57,170000
